['DA', 'dl', ' gal', ' del', ' al'] matches ['albums'] is True
[' over', ' overd', ' overs', ' overe', ' overc'] matches ['overzealous', 'over-zealous'] is True
over+adj_reg,50,362,382
[' ', ' being', ' aw', ' (', '\n'] matches ['amazingness'] is False
[' attractiveness', ' ', ' att', ' (', ' being'] matches ['attractiveness'] is True
[' MB', ' mind', 'MB', ' Mill', 'BL'] matches ['awareness'] is False
[' MB', ' mind', 'MB', ' Mill', 'BL'] matches ['brokenness'] is False
[' ', ' being', ' (', ' a', '\n'] matches ['carefulness'] is False
[' ', ' being', ' (', ' un', ' worth'] matches ['cheapness'] is False
[' MB', 'MB', 'BL', ' Mill', ' mind'] matches ['competitiveness'] is False
[' MB', 'MB', 'BL', ' mind', ' Mill'] matches ['connectedness'] is False
[' MB', 'MB', 'BL', ' mind', ' Mill'] matches ['consciousness'] is False
[' creativity', ' ', ' being', ' creat', ' creative'] matches ['creativeness'] is True
[' ', ' being', ' (', ' worth', ' a'] matches ['dangerousness'] is False
[' ', ' being', '\n', ' un', ' self'] matches ['devotedness'] is False
[' MB', ' mind', 'MB', ' Mill', 'BL'] matches ['directedness'] is False
[' ', ' distinct', ' being', ' (', ' un'] matches ['distinctness'] is True
[' ', ' being', ' (', ' un', '\n'] matches ['distinctiveness'] is False
[' MB', 'MB', ' Mill', ' mind', 'BL'] matches ['effectiveness'] is False
[' ', ' being', ' (', '\n', ' un'] matches ['extensiveness'] is False
[' MB', 'MB', 'BL', ' mind', ' Mill'] matches ['fixedness'] is False
[' MB', 'MB', ' mind', 'BL', ' Mill'] matches ['foreignness'] is False
[' MB', 'MB', 'BL', ' mind', ' Mill'] matches ['happiness'] is False
[' ', ' helpful', ' being', ' usefulness', ' un'] matches ['helpfulness'] is True
[' MB', ' mind', 'MB', ' Mill', 'BL'] matches ['hiddenness'] is False
[' MB', 'MB', ' mind', 'BL', ' Mill'] matches ['hotness'] is False
[' MB', 'MB', 'BL', ' Mill', ' mind'] matches ['hugeness'] is False
[' ', ' (', ' being', ' un', '\n'] matches ['impressiveness'] is False
[' ', ' un', ' being', ' (', '\n'] matches ['innovativeness'] is False
[' MB', 'MB', 'BL', ' mind', ' Mill'] matches ['interestingness'] is False
[' MB', 'MB', ' mind', ' Mill', 'BL'] matches ['madness'] is False
[' MB', 'MB', 'BL', ' mind', ' Mill'] matches ['markedness'] is False
[' MB', 'MB', ' Mill', ' mind', 'BL'] matches ['massiveness'] is False
[' MB', 'MB', 'BL', ' Mill', ' mind'] matches ['niceness'] is False
[' ', ' un', ' (', ' being', '\n'] matches ['obviousness'] is False
[' MB', ' mind', 'MB', ' Mill', 'BL'] matches ['oddness'] is False
[' ', ' being', ' (', ' un', ' presence'] matches ['preparedness'] is False
[' MB', 'MB', ' mind', 'BL', ' Mill'] matches ['pureness'] is False
[' MB', ' mind', 'MB', ' Mill', 'BL'] matches ['randomness'] is False
[' ', ' being', ' (', '\n', ' a'] matches ['rareness'] is False
[' MB', 'MB', ' mind', 'BL', ' Mill'] matches ['reasonableness'] is False
[' MB', 'MB', ' mind', 'BL', ' Mill'] matches ['relatedness'] is False
[' MB', 'MB', ' mind', 'BL', ' Mill'] matches ['righteousness'] is False
[' ', ' (', ' worth', ' being', ' a'] matches ['sacredness'] is False
[' ', ' being', ' (', ' a', '\n'] matches ['sadness'] is False
[' MB', ' mind', 'MB', ' Mill', 'BL'] matches ['sameness'] is False
[' MB', ' mind', ' Mill', 'MB', 'BL'] matches ['seriousness'] is False
[' ', ' being', ' (', ' situation', ' un'] matches ['situatedness'] is False
[' ', ' interesting', ' strang', ' un', ' being'] matches ['strangeness'] is True
[' MB', 'MB', ' Mill', ' mind', 'BL'] matches ['uniqueness'] is False
[' usefulness', ' ', ' worth', ' being', ' un'] matches ['usefulness'] is True
[' ', ' being', ' (', '\n', ' a'] matches ['vastness'] is False
[' MB', ' mind', 'MB', ' Mill', 'BL'] matches ['weakness'] is False
adj+ness_reg,50,368,426
['det', ' off', 'Off', 'out', ' overl'] matches ['unable'] is False
['det', ' off', 'Off', 'out', 'off'] matches ['unacceptable'] is False
['det', ' off', 'Off', 'out', 'off'] matches ['unaffected'] is False
['det', ' off', 'Off', 'out', 'off'] matches ['unauthorized', 'unauthorised'] is False
['det', ' off', 'Off', 'out', 'off'] matches ['unavailable'] is False
[' un', ' non', ' ', ' not', ' impossible'] matches ['unavoidable'] is True
['det', ' off', 'Off', 'out', 'off'] matches ['unaware'] is False
[' un', ' not', ' non', ' ', ' unre'] matches ['unbelievable'] is True
['det', ' off', 'Off', 'out', 'off'] matches ['unbiased'] is False
['det', ' off', 'Off', 'out', 'off'] matches ['uncertain'] is False
['det', ' off', 'Off', 'out', 'off'] matches ['unchanged'] is False
[' un', ' ', ' not', ' non', ' uncon'] matches ['uncomfortable'] is True
[' non', ' un', ' ', ' not', ' unc'] matches ['unconditional'] is True
['det', ' off', 'Off', 'out', 'off'] matches ['unconscious'] is False
['det', ' off', 'Off', 'out', 'off'] matches ['uncontrolled'] is False
[' un', ' ', ' non', ' not', ' undesirable'] matches ['undesirable'] is True
['det', ' off', 'Off', 'out', ' overl'] matches ['unemployed'] is False
['det', ' off', 'Off', 'out', 'off'] matches ['unexpected'] is False
['det', ' off', 'Off', 'out', ' overl'] matches ['unfinished'] is False
[' un', ' ', ' not', ' non', ' unre'] matches ['unforgettable'] is True
[' un', ' non', ' not', ' ', ' unf'] matches ['unfortunate'] is True
['det', ' off', 'Off', 'out', 'off'] matches ['unhappy'] is False
['det', ' off', 'Off', 'out', 'off'] matches ['unhealthy'] is False
['det', ' off', 'Off', 'out', ' overl'] matches ['unidentified'] is False
[' un', ' not', ' non', ' ', ' unexpected'] matches ['unintended'] is True
['det', ' off', 'Off', 'out', ' overl'] matches ['uninterrupted'] is False
['det', ' off', 'Off', 'out', 'off'] matches ['unknown'] is False
[' un', ' ', ' not', ' non', ' unexpected'] matches ['unlawful'] is True
[' un', ' not', ' ', ' non', ' unf'] matches ['unlucky'] is True
['det', ' off', 'Off', 'out', 'off'] matches ['unnoticed'] is False
['det', ' off', 'Off', 'out', 'off'] matches ['unpaid'] is False
['det', ' off', 'Off', 'out', 'off'] matches ['unpleasant'] is False
['det', ' off', 'Off', 'out', 'off'] matches ['unpopular'] is False
[' un', ' unpredictable', ' ', ' unexpected', ' non'] matches ['unpredictable'] is True
['det', ' off', 'Off', 'out', ' overl'] matches ['unpublished'] is False
[' un', ' non', ' ', ' not', ' unrealistic'] matches ['unrealistic'] is True
['det', ' off', 'Off', 'out', 'off'] matches ['unreasonable'] is False
['det', ' off', 'Off', 'out', 'off'] matches ['unrelated'] is False
[' unreliable', ' un', ' unre', ' non', ' '] matches ['unreliable'] is True
[' un', ' ', ' not', ' unre', ' non'] matches ['unresolved'] is True
['det', ' off', 'Off', 'out', 'off'] matches ['unrestricted'] is False
[' un', ' ', ' not', ' non', ' unsatisf'] matches ['unsatisfactory'] is True
['det', ' off', 'Off', 'out', 'off'] matches ['unspecified'] is False
['det', ' off', 'Off', 'out', 'off'] matches ['unsuccessful'] is False
[' un', ' not', ' non', ' ', ' unsu'] matches ['unsuitable'] is True
[' un', ' non', ' ', ' not', ' unre'] matches ['unsustainable'] is True
['det', ' off', 'Off', 'out', ' overl'] matches ['unused'] is False
['det', ' off', 'Off', 'out', 'off'] matches ['unusual'] is False
[' un', ' ', ' not', ' non', ' unre'] matches ['unveiled'] is True
[' un', ' ', ' not', ' unexpected', ' non'] matches ['unwanted'] is True
un+adj_reg,50,387,457
[' viewpoints', ' international', ' views', ' Ug', ' guild'] matches ['accordingly'] is False
[' viewpoints', ' international', ' guild', ' public', ' views'] matches ['actually'] is False
[' additionally', ' ', ' in', ' furthermore', ' importantly'] matches ['additionally'] is True
[' ', ' interestingly', ' apparently', ' obviously', ' evidently'] matches ['apparently'] is True
[' interestingly', ' ', ' importantly', ' certainly', ' effectively'] matches ['beautifully'] is False
[' international', ' viewpoints', ' guild', ' public', ' worldview'] matches ['clinically'] is False
[' creatively', ' interestingly', ' effectively', ' ', ' importantly'] matches ['creatively'] is True
[' viewpoints', ' international', ' guild', ' worldview', ' views'] matches ['critically'] is False
[' international', ' viewpoints', ' worldview', ' guild', ' public'] matches ['culturally'] is False
[' ', ' importantly', ' definitely', ' certainly', ' in'] matches ['decidedly'] is False
[' viewpoints', ' international', ' guild', ' views', ' Ug'] matches ['differently'] is False
[' international', ' viewpoints', ' guild', ' Ug', ' worldview'] matches ['digitally'] is False
[' viewpoints', ' international', ' ep', ' Ug', ' worldview'] matches ['effectively'] is False
[' importantly', ' effectively', ' essentially', ' ', ' interestingly'] matches ['environmentally'] is False
[' ', ' importantly', ' essentially', ' in', ' effectively'] matches ['extensively'] is False
[' international', ' viewpoints', ' public', ' views', ' guild'] matches ['famously'] is False
[' ', ' generally', ' in', ' importantly', ' essentially'] matches ['federally'] is False
[' viewpoints', ' international', ' views', ' guild', ' worldview'] matches ['financially'] is False
[' international', ' viewpoints', ' geopolitical', ' worldview', ' guild'] matches ['globally'] is False
[' historically', ' interestingly', ' importantly', ' in', ' '] matches ['historically'] is True
[' viewpoints', ' international', ' guild', ' views', ' Ug'] matches ['hugely'] is False
[' ', ' definitely', ' importantly', ' certainly', ' in'] matches ['immediately'] is False
[' viewpoints', ' international', ' public', ' views', ' guild'] matches ['importantly'] is False
[' viewpoints', ' international', ' ep', ' views', ' worldview'] matches ['increasingly'] is False
[' viewpoints', ' international', ' views', ' Ug', ' guild'] matches ['interestingly'] is False
[' international', ' viewpoints', ' guild', ' views', ' worldview'] matches ['internally'] is False
[' international', ' viewpoints', ' geopolitical', ' worldview', ' guild'] matches ['internationally'] is True
[' viewpoints', ' international', ' guild', ' public', ' views'] matches ['legally'] is False
[' viewpoints', ' international', ' guild', ' ep', ' worldview'] matches ['mentally'] is False
[' viewpoints', ' international', ' guild', ' views', ' Ug'] matches ['nicely'] is False
[' obviously', ' interestingly', ' importantly', ' ', ' certainly'] matches ['obviously'] is True
[' viewpoints', ' international', ' worldview', ' ep', ' views'] matches ['physically'] is False
[' viewpoints', ' international', ' geopolitical', ' public', ' views'] matches ['politically'] is False
[' viewpoints', ' international', ' public', ' views', ' guild'] matches ['popularly'] is False
[' importantly', ' ', ' effectively', ' practically', ' actually'] matches ['practically'] is True
[' ', ' interestingly', ' importantly', ' in', ' additionally'] matches ['previously'] is False
[' ', ' in', ' certainly', ' interestingly', ' typically'] matches ['rarely'] is False
[' ', ' importantly', ' generally', ' in', ' significantly'] matches ['regionally'] is False
[' international', ' viewpoints', ' guild', ' public', ' views'] matches ['seriously'] is False
[' viewpoints', ' international', ' guild', ' views', ' worldview'] matches ['sexually'] is False
[' viewpoints', ' international', ' public', ' ep', ' views'] matches ['significantly'] is False
[' viewpoints', ' international', ' guild', ' views', ' public'] matches ['similarly'] is False
[' international', ' viewpoints', ' views', ' guild', ' Ug'] matches ['strongly'] is False
[' ', ' additionally', ' in', ' importantly', ' subsequently'] matches ['subsequently'] is True
[' viewpoints', ' international', ' views', ' Ug', ' guild'] matches ['successfully'] is False
[' international', ' viewpoints', ' worldview', ' guild', ' views'] matches ['traditionally'] is False
[' typically', ' ', ' generally', ' interestingly', ' usually'] matches ['typically'] is True
[' international', ' Ug', ' viewpoints', ' guild', ' views'] matches ['uniquely'] is False
[' viewpoints', ' international', ' views', ' Ug', ' voluntary'] matches ['virtually'] is False
[' viewpoints', ' views', ' international', ' worldview', ' Ug'] matches ['visually'] is False
adj+ly_reg,50,396,498
[' ', ' de', ' provider', ' challenger', ' champion'] matches ['achiever'] is False
[' ', ' advertis', ' provider', ' pro', ' promoter'] matches ['advertiser'] is True
[' ', ' pro', ' advertis', ' de', ' proclaim'] matches ['announcer'] is False
[' ', ' b', ' provider', ' p', ' borrower'] matches ['baker'] is False
[' aff', ' po', ' gal', 'FAQ', ' ax'] matches ['beginner'] is False
[' ', ' believer', ' provider', ' de', ' pro'] matches ['believer'] is True
[' ', ' borrower', ' provider', ' pro', ' debtor'] matches ['borrower'] is True
[' ', ' pro', ' re', ' -', ' provider'] matches ['choreographer'] is False
[' ', ' composer', ' com', ' comp', ' compose'] matches ['composer'] is True
[' ', ' consumer', ' provider', ' pro', ' cons'] matches ['consumer'] is True
[' ', ' contender', ' contestant', ' cont', ' contend'] matches ['contender'] is True
[' defender', ' defendant', ' defend', ' ', ' def'] matches ['defender'] is True
[' del', ' ', ' de', ' deliver', ' provider'] matches ['deliverer'] is True
[' aff', ' gal', ' po', ' ax', 'FAQ'] matches ['destroyer'] is False
[' ', ' determin', ' de', ' del', ' defender'] matches ['determiner'] is True
[' gal', 'FAQ', ' aff', ' po', ' ax'] matches ['developer'] is False
[' discover', ' disc', ' ', ' discovery', ' developer'] matches ['discoverer'] is True
[' gal', 'FAQ', ' aff', ' ax', ' po'] matches ['eater'] is False
[' ', ' entertain', ' ent', ' provider', ' de'] matches ['entertainer'] is True
[' ', ' examiner', ' examine', ' investigator', ' provider'] matches ['examiner'] is True
[' ', ' pro', ' provider', ' explorer', ' explo'] matches ['explorer'] is True
[' gal', 'FAQ', ' aff', ' po', ' ax'] matches ['follower'] is False
[' aff', ' gal', 'FAQ', ' ax', ' po'] matches ['interpreter'] is False
[' ', ' intruder', ' offender', ' perpetrator', ' pro'] matches ['intruder'] is True
[' gal', ' league', ' aff', ' ax', 'FAQ'] matches ['learner'] is False
[' ', ' listener', ' p', ' del', ' lender'] matches ['listener'] is True
[' ', ' del', ' pro', ' l', ' -'] matches ['loser'] is False
[' ', ' manager', ' provider', ' controller', ' m'] matches ['manager'] is True
[' ', ' m', ' perpetrator', ' p', ' offender'] matches ['molester'] is False
[' ', ' m', ' pro', ' borrower', ' trou'] matches ['mourner'] is False
[' ', ' provider', ' observer', ' pro', ' ob'] matches ['observer'] is True
[' ', ' offender', ' defendant', ' perpetrator', ' delinquent'] matches ['offender'] is True
[' ', ' provider', ' pro', ' -', ' organizer'] matches ['organiser'] is False
[' ', ' organizer', ' provider', ' pro', ' -'] matches ['organizer'] is True
[' performer', ' per', ' ', ' provider', ' perform'] matches ['performer'] is True
[' preacher', ' ', ' pre', ' pro', ' provider'] matches ['preacher'] is True
[' promoter', ' ', ' pro', ' promot', ' prom'] matches ['promoter'] is True
[' provider', ' ', ' provide', ' prov', ' pro'] matches ['provider'] is True
[' ', ' publisher', ' pro', ' provider', ' producer'] matches ['publisher'] is True
[' receiver', ' ', ' recipient', ' provider', ' re'] matches ['receiver'] is True
[' recommend', ' ', ' recomm', ' recommendation', ' recommended'] matches ['recommender'] is True
[' aff', ' gal', ' ax', ' po', 'FAQ'] matches ['sender'] is False
[' ', ' de', ' del', ' d', ' provider'] matches ['skydiver'] is False
[' ', ' del', ' defender', ' victim', ' assailant'] matches ['slayer'] is False
[' aff', 'FAQ', ' gal', ' po', ' ax'] matches ['speaker'] is False
[' ', ' subscriber', ' sub', ' pro', ' subscribe'] matches ['subscriber'] is True
[' ', ' suff', ' victim', ' offender', ' pro'] matches ['sufferer'] is True
[' ', ' teacher', ' educator', ' instructor', ' provider'] matches ['teacher'] is True
['FAQ', ' gal', ' aff', ' po', ' ax'] matches ['teller'] is False
[' aff', ' ax', ' gal', ' po', 'FAQ'] matches ['writer'] is False
verb+er_irreg,50,425,519
[' legitimate', ' creditor', ' accountant', ' officer', ' el'] matches ['acceptable'] is False
[' ', ' manageable', ' capable', ' reasonable', ' feasible'] matches ['achieveable'] is False
[' legitimate', ' el', ' accountant', ' ethical', ' officer'] matches ['adaptable'] is False
[' legitimate', ' accountant', ' officer', ' el', ' creditor'] matches ['adjustable'] is False
[' ', ' manageable', ' reasonable', ' capable', ' imaginable'] matches ['admirable'] is False
[' ', ' capable', ' manageable', ' reasonable', ' able'] matches ['adorable'] is False
[' ', ' reasonable', ' advisable', ' manageable', ' capable'] matches ['advisable'] is True
[' ', ' capable', ' manageable', ' feasible', ' affordable'] matches ['affordable'] is True
[' legitimate', ' el', ' creditor', ' ethical', ' officer'] matches ['avoidable'] is False
[' ', ' believable', ' reasonable', ' conceivable', ' capable'] matches ['believeable', 'believable'] is True
[' legitimate', ' creditor', ' accountant', ' officer', ' el'] matches ['considerable'] is False
[' ', ' contain', ' capable', ' manageable', ' maintain'] matches ['containable'] is True
[' legitimate', ' creditor', ' el', ' officer', ' accountant'] matches ['definable'] is False
[' ', ' capable', ' manageable', ' reasonable', ' deliver'] matches ['deliverable'] is True
[' ', ' discover', ' manageable', ' reasonable', ' capable'] matches ['discoverable'] is True
[' ', ' dispose', ' manageable', ' disposable', ' reasonable'] matches ['disposable'] is True
[' legitimate', ' creditor', ' officer', ' accountant', ' el'] matches ['downloadable'] is False
[' legitimate', ' el', ' ethical', ' creditor', ' officer'] matches ['editable'] is False
[' ', ' manageable', ' reasonable', ' capable', ' maintain'] matches ['enjoyable'] is False
[' legitimate', ' officer', ' creditor', ' el', ' accountant'] matches ['executable'] is False
[' ', ' expand', ' extend', ' manageable', ' capable'] matches ['expandable'] is True
[' ', ' reasonable', ' expect', ' manageable', ' capable'] matches ['expectable'] is True
[' ', ' reasonable', ' manageable', ' capable', ' conceivable'] matches ['explainable'] is False
[' ', ' extend', ' manageable', ' ext', ' capable'] matches ['extendable'] is True
[' ', ' reasonable', ' manageable', ' capable', ' feasible'] matches ['foreseeable'] is False
[' ', ' manageable', ' capable', ' reasonable', ' maintain'] matches ['identifiable'] is False
[' ', ' imaginable', ' manageable', ' capable', ' conceivable'] matches ['imaginable'] is True
[' legitimate', ' el', ' officer', ' creditor', ' ethical'] matches ['improvable'] is False
[' ', ' manageable', ' reasonable', ' capable', ' in'] matches ['inflatable'] is True
[' legitimate', ' el', ' officer', ' creditor', ' accountant'] matches ['learnable'] is False
[' maintain', ' ', ' manageable', ' reasonable', ' capable'] matches ['maintainable'] is True
[' manageable', ' ', ' manage', ' capable', ' maintain'] matches ['manageable'] is True
[' ', ' manageable', ' maintain', ' reasonable', ' capable'] matches ['observable'] is False
[' ', ' manageable', ' capable', ' maintain', ' reasonable'] matches ['performable'] is False
[' ', ' reasonable', ' capable', ' manageable', ' predictable'] matches ['predictable'] is True
[' ', ' preferable', ' capable', ' reasonable', ' pre'] matches ['preferable'] is True
[' ', ' prevent', ' manageable', ' reasonable', ' maintain'] matches ['preventable'] is True
[' legitimate', ' creditor', ' officer', ' accountant', ' ethical'] matches ['protectable'] is False
[' ', ' manageable', ' maintain', ' reasonable', ' publish'] matches ['publishable'] is True
[' ', ' manageable', ' reasonable', ' capable', ' recognizable'] matches ['recognizable', 'recognisable'] is True
[' recommend', ' ', ' reasonable', ' manageable', ' recommended'] matches ['recommendable'] is True
[' legitimate', ' creditor', ' officer', ' el', ' ethical'] matches ['reliable'] is False
[' ', ' reasonable', ' manageable', ' maintain', ' capable'] matches ['renewable'] is False
[' legitimate', ' el', ' officer', ' creditor', ' accountant'] matches ['replaceable'] is False
[' legitimate', ' creditor', ' officer', ' accountant', ' ethical'] matches ['representable'] is False
[' ', ' manageable', ' sustainable', ' maintain', ' reasonable'] matches ['survivable'] is False
[' sustainable', ' ', ' maintain', ' manageable', ' reasonable'] matches ['sustainable'] is True
[' ', ' manageable', ' reasonable', ' understandable', ' capable'] matches ['understandable'] is True
[' ', ' capable', ' manageable', ' reasonable', ' adjustable'] matches ['variable'] is False
[' legitimate', ' officer', ' creditor', ' accountant', ' ethical'] matches ['writeable', 'writable'] is False
verb+able_reg,50,447,547
[' window', ' bedroom', ' p', ' roof', ' st'] matches ['bedroom', 'room', 'bathroom', 'kitchen', 'kitchenette', 'living_room', 'pantry', 'toilet', 'shower_room'] is True
[' lawn', ' garden', ' lover', '\n', ' d'] matches ['feathers', 'plume', 'preen', 'croup', 'calamus', 'fowl', 'drumstick', 'syrinx', 'bill', 'rump', 'vane', 'barb', 'quill', 'shaft', 'pecker', 'pennon', 'feet', 'giblets', 'alula', 'talon', 'foot', 'pinion', 'wing', 'wishbone', 'nib', 'sac', 'giblet', 'furcula', 'bird', 'neb', 'feather', 'gland', 'oyster', 'thigh', 'plumage', 'web', 'hindquarters', 'beak', "parson's_nose", 'wishing_bone', "pope's_nose", 'spurious_wing', 'bastard_wing', 'croupe', 'air_sac', 'quill_feather', 'uropygium', "bird's_foot", 'uropygial', 'second_joint', 'uropygial_gland', 'preen_gland', 'flight_feather', 'dark_meat'] is False
[' lawn', ' garden', '\n', ' d', ' lover'] matches ['bristle', 'hold', 'shank', 'grip', 'handgrip', 'handle', 'head', 'stem'] is False
[' lawn', ' garden', ' d', ' lover', '\n'] matches ['seats', 'conductor', 'window', 'driver', 'roof'] is False
[' lawn', ' garden', '\n', ' lover', ' d'] matches ['bit'] is False
[' lawn', ' garden', ' d', ' lover', '\n'] matches ['engine', 'armrest', 'headrest', 'grille', 'hinge', 'tailpipe', 'suspension', 'hood', 'horn', 'hooter', 'petrol', 'pintle', 'trunk', 'floorboard', 'bar', 'gas', 'buffer', 'door', 'stabilizer', 'seat', 'window', 'exhaust', 'tailfin', 'back', 'luggage', 'pedal', 'cowling', 'seatbelt', 'high', 'wing', 'gasoline', 'fin', 'cowl', 'silencer', 'gun', 'compartment', 'rear', 'radiator', 'accessory', 'sunroof', 'roof', 'lights', 'bumper', 'glove', 'bag', 'cushion', 'backrest', 'accelerator', 'fender', 'third', 'throttle', 'bonnet', 'air', 'gear', 'muffler', 'mirror', 'shock', 'reverse', 'anti-sway_bar', 'tail_fin', 'accelerator_pedal', 'car_seat', 'automobile_horn', 'anti-sway', 'automobile_engine', 'gasoline_engine', 'car_door', 'shock_absorber', 'luggage_compartment', 'glove_compartment', 'bumper_guard', 'exhaust_system', 'first_gear', 'high_gear', 'rear_window', 'sunshine-roof', 'third_gear', 'air_bag', 'doorlock', 'petrol_engine', 'automobile_trunk', 'auto_accessory', 'inlet_manifold', 'horn_button', 'running_board', 'stabilizer_bar', 'motor_horn', 'exhaust_manifold', 'exhaust_pipe', 'radiator_grille', 'low_gear', 'flexible_joint', 'head_restraint', 'hood_ornament', 'exhaust_valve', 'car_mirror', 'gas_pedal', 'seat_belt', 'reverse_gear', 'car_horn', 'car_window', 'suspension_system'] is False
[' lawn', ' garden', ' lover', ' d', '\n'] matches ['donjon', 'tower', 'turret', 'gate', 'dungeon', 'moat', 'keep', 'great_hall'] is False
[' lawn', ' garden', ' lover', ' d', '\n'] matches ['whiskers', 'coat', 'paw', 'paws', 'fur', 'eyes', 'back', 'claws', 'tail', 'teeth'] is False
[' lawn', ' garden', ' d', ' lover', '\n'] matches ['seat', 'armrest', 'headrest', 'armrests', 'rest', 'pad', 'back', 'leg', 'backrest', 'legs'] is False
[' lawn', ' garden', ' lover', '\n', ' d'] matches ['altar', 'choir', 'vestry', 'transept', 'apse', 'sanctuary', 'rood', 'screen', 'bema', 'nave', 'tower', 'sacristy', 'corner', 'chancel', 'amen', 'chapel', 'apsis', 'side', 'narthex', 'presbytery', 'side_chapel', 'lady_chapel', 'church_tower', 'rood_screen', 'amen_corner'] is False
[' lawn', ' garden', '\n', ' d', ' lover'] matches ['teeth', 'shaft', 'grip', 'tooth', 'handle'] is False
[' lawn', ' garden', ' lover', '\n', ' d'] matches ['hour', 'forenoon', 'eventide', 'nanosecond', 'noonday', 'femtosecond', 'hr', 'minutes', 'microsecond', 'msec', 'time', 'midnight', 'sec', 'nighttime', 'min', 'morning', 'noon', 'evening', 'dark', 'picosecond', 'daytime', 'minute', 'daylight', 's', 'high', 'even', 'quarter', 'morn', 'noontide', 'second', 'afternoon', 'twelve', 'millisecond', 'midday', 'midafternoon', 'attosecond', 'night', 'morning_time', 'high_noon', 'half-hour', 'twelve_noon', 'late-night_hour', 'early-morning_hour', 'lights-out', '60_minutes', 'small_hours', '30_minutes', '15_minutes', 'quarter-hour'] is False
[' window', ' st', ' p', ' sp', ' roof'] matches ['antler', 'antlers', 'withers', 'flag', 'scut'] is False
[' lawn', ' garden', ' d', ' lover', '\n'] matches ['cent'] is False
[' lawn', ' garden', '\n', ' d', ' lover'] matches ['hinge', 'keyhole', 'threshold', 'doorframe', 'bolt', 'deadbolt', 'doorjamb', 'tumbler', 'doorpost', 'doorstep', 'doorcase', 'case', 'lock', 'casing', 'doorsill'] is False
[' lawn', ' garden', ' lover', ' d', '\n'] matches ['sleeve', 'slide', 'plastron', 'zip', 'zipper', 'fastener', 'hemline', 'bodice', 'neckline', 'waistline', 'belt', 'slide_fastener', 'zip_fastener'] is False
[' lawn', ' garden', ' lover', ' d', '\n'] matches ['extension', 'name'] is False
[' lawn', ' garden', ' d', ' lover', ' b'] matches ['petal', 'leaf', 'anther', 'style', 'perianth', 'placenta', 'stamen', 'pistil', 'ovary', 'corolla', 'carpel', 'envelope', 'sepal', 'calyx', 'stigma', 'chlamys', 'petals', 'corona', 'perigonium', 'perigone', 'flower_petal', 'floral_leaf', 'floral_envelope', 'gynostegium'] is False
[' window', ' st', ' p', ' ', ' sp'] matches ['megabit', 'kbit', 'kb', 'kilobit', 'mb', 'mbit'] is False
[' p', ' st', ' window', ' par', ' bell'] matches ['string', 'deck', 'pegs', 'fret', 'strings', 'frets', 'peg', 'fingerboard'] is True
[' lawn', ' garden', ' lover', ' d', '\n'] matches ['trigger', 'holder', 'safety', 'extractor', 'clip', 'magazine', 'barrel', 'hammer', 'viewfinder', 'gunsight', 'stock', 'cartridge', 'remover', 'chamber', 'ejector', 'cock', 'catch', 'finder', 'mechanism', 'gunstock', 'lock', 'action', 'muzzle', 'key', 'gunlock', 'cartridge_holder', 'gun_muzzle', 'gun-sight', 'action_mechanism', 'gun_chamber', 'gun_trigger', 'firing_mechanism', 'safety_lock', 'cartridge_extractor', 'firing_chamber', 'cartridge_ejector', 'view_finder', 'cartridge_clip', 'gun_barrel', 'safety_catch', 'cartridge_remover'] is False
[' window', ' st', ' p', ' roof', ' bell'] matches ['dock', 'facility', 'anchorage', 'landing', 'docking', 'dockage', 'anchorage_ground', 'docking_facility', 'landing_place', 'landing_stage'] is False
[' window', ' st', ' p', ' c', ' windows'] matches ['cell', 'cellblock', 'guard', 'police', 'prison_cell', 'jail_cell'] is False
[' st', ' m', ' sp', ' p', ' bell'] matches ['bead', 'stone', 'wire', 'beads', 'gemstone', 'gem', 'metal', 'gold', 'silver', 'platina', 'bead', 'beads', 'jewel'] is True
[' window', ' st', ' p', ' ', ' bell'] matches ['millilitre', 'cc', 'ml', 'milliliter', 'cl', 'dl', 'deciliter', 'mil', 'cubic_centimetre', 'centiliter', 'decilitre', 'cubic_centimeter', 'centilitre', 'cubic_millimeter', 'cubic_millimetre'] is False
[' lawn', ' garden', ' d', ' lover', ' b'] matches ['scene', 'subtitles', 'footage', 'credit', 'episode', 'shot', 'sequence', 'credits', 'caption'] is False
[' window', ' p', ' ', ' st', ' windows'] matches ['hyphenation', 'punctuation', 'punctuation_mark', 'word_division', 'spelling'] is False
[' window', ' p', ' piano', ' roof', ' music'] matches ['keyboard', 'clavier', 'loud', 'hammer', 'sounding', 'pedal', 'sustaining', 'soft', 'fingerboard', 'soundboard', 'action', 'board', 'key', 'fallboard', 'piano_action', 'action_mechanism', 'damper_block', 'fall-board', 'sounding_board', 'sustaining_pedal', 'loud_pedal', 'piano_damper', 'piano_keyboard', 'sound_hole', 'soft_pedal'] is True
[' lawn', ' garden', ' d', ' b', ' lover'] matches ['crust', 'cheese', 'filling', 'fruit', 'apple', 'berries', 'glazing', 'pastry', 'icing'] is False
[' window', ' st', ' p', ' bell', ' '] matches ['stanza', 'canto', 'prosody', 'rime', 'line', 'rhyme', 'verse', 'poetic_rhythm', 'rhythmic_pattern', 'verse_line', 'line_of_verse', 'line_of_poetry'] is True
[' lawn', ' garden', ' d', ' lover', ' b'] matches ['bar', 'barroom', 'taproom', 'saloon', 'ginmill'] is False
