2024-06-13 17:11:59 root INFO     loading model + tokenizer
2024-06-14 01:42:02 root INFO     starting operator prediction
2024-06-14 01:42:02 root INFO     using no context
2024-06-14 01:42:02 root INFO     [order_1_approx] starting weight calculation
2024-06-14 01:46:01 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 01:46:01 root INFO     [order_1_approx] weight calculation finished
2024-06-14 01:46:02 lre.operators INFO     [Jacobian] FINISHED order_1_approx 1/8
2024-06-14 01:46:02 root INFO     [order_1_approx] starting weight calculation
2024-06-14 01:49:59 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 01:49:59 root INFO     [order_1_approx] weight calculation finished
2024-06-14 01:50:00 lre.operators INFO     [Jacobian] FINISHED order_1_approx 2/8
2024-06-14 01:50:00 root INFO     [order_1_approx] starting weight calculation
2024-06-14 01:53:56 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 01:53:56 root INFO     [order_1_approx] weight calculation finished
2024-06-14 01:53:57 lre.operators INFO     [Jacobian] FINISHED order_1_approx 3/8
2024-06-14 01:53:57 root INFO     [order_1_approx] starting weight calculation
2024-06-14 01:57:53 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 01:57:53 root INFO     [order_1_approx] weight calculation finished
2024-06-14 01:57:54 lre.operators INFO     [Jacobian] FINISHED order_1_approx 4/8
2024-06-14 01:57:54 root INFO     [order_1_approx] starting weight calculation
2024-06-14 02:01:50 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 02:01:50 root INFO     [order_1_approx] weight calculation finished
2024-06-14 02:01:50 lre.operators INFO     [Jacobian] FINISHED order_1_approx 5/8
2024-06-14 02:01:51 root INFO     [order_1_approx] starting weight calculation
2024-06-14 02:05:47 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 02:05:47 root INFO     [order_1_approx] weight calculation finished
2024-06-14 02:05:48 lre.operators INFO     [Jacobian] FINISHED order_1_approx 6/8
2024-06-14 02:05:48 root INFO     [order_1_approx] starting weight calculation
2024-06-14 02:09:45 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 02:09:45 root INFO     [order_1_approx] weight calculation finished
2024-06-14 02:09:46 lre.operators INFO     [Jacobian] FINISHED order_1_approx 7/8
2024-06-14 02:09:46 root INFO     [order_1_approx] starting weight calculation
2024-06-14 02:13:42 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 02:13:42 root INFO     [order_1_approx] weight calculation finished
2024-06-14 02:13:43 lre.operators INFO     [Jacobian] FINISHED order_1_approx 8/8
2024-06-14 02:13:43 root INFO     total operator prediction time: 1900.96089053154 seconds
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', ' overl'] matches ['unable'] is False
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', 'off'] matches ['unacceptable'] is False
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', 'off'] matches ['unaffected'] is False
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', 'off'] matches ['unauthorized', 'unauthorised'] is False
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', 'off'] matches ['unavailable'] is False
2024-06-14 02:13:45 root INFO     [' un', ' non', ' ', ' not', ' impossible'] matches ['unavoidable'] is True
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', 'off'] matches ['unaware'] is False
2024-06-14 02:13:45 root INFO     [' un', ' not', ' non', ' ', ' unre'] matches ['unbelievable'] is True
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', 'off'] matches ['unbiased'] is False
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', 'off'] matches ['uncertain'] is False
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', 'off'] matches ['unchanged'] is False
2024-06-14 02:13:45 root INFO     [' un', ' ', ' not', ' non', ' uncon'] matches ['uncomfortable'] is True
2024-06-14 02:13:45 root INFO     [' non', ' un', ' ', ' not', ' unc'] matches ['unconditional'] is True
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', 'off'] matches ['unconscious'] is False
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', 'off'] matches ['uncontrolled'] is False
2024-06-14 02:13:45 root INFO     [' un', ' ', ' non', ' not', ' undesirable'] matches ['undesirable'] is True
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', ' overl'] matches ['unemployed'] is False
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', 'off'] matches ['unexpected'] is False
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', ' overl'] matches ['unfinished'] is False
2024-06-14 02:13:45 root INFO     [' un', ' ', ' not', ' non', ' unre'] matches ['unforgettable'] is True
2024-06-14 02:13:45 root INFO     [' un', ' non', ' not', ' ', ' unf'] matches ['unfortunate'] is True
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', 'off'] matches ['unhappy'] is False
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', 'off'] matches ['unhealthy'] is False
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', ' overl'] matches ['unidentified'] is False
2024-06-14 02:13:45 root INFO     [' un', ' not', ' non', ' ', ' unexpected'] matches ['unintended'] is True
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', ' overl'] matches ['uninterrupted'] is False
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', 'off'] matches ['unknown'] is False
2024-06-14 02:13:45 root INFO     [' un', ' ', ' not', ' non', ' unexpected'] matches ['unlawful'] is True
2024-06-14 02:13:45 root INFO     [' un', ' not', ' ', ' non', ' unf'] matches ['unlucky'] is True
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', 'off'] matches ['unnoticed'] is False
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', 'off'] matches ['unpaid'] is False
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', 'off'] matches ['unpleasant'] is False
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', 'off'] matches ['unpopular'] is False
2024-06-14 02:13:45 root INFO     [' un', ' unpredictable', ' ', ' unexpected', ' non'] matches ['unpredictable'] is True
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', ' overl'] matches ['unpublished'] is False
2024-06-14 02:13:45 root INFO     [' un', ' non', ' ', ' not', ' unrealistic'] matches ['unrealistic'] is True
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', 'off'] matches ['unreasonable'] is False
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', 'off'] matches ['unrelated'] is False
2024-06-14 02:13:45 root INFO     [' unreliable', ' un', ' unre', ' non', ' '] matches ['unreliable'] is True
2024-06-14 02:13:45 root INFO     [' un', ' ', ' not', ' unre', ' non'] matches ['unresolved'] is True
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', 'off'] matches ['unrestricted'] is False
2024-06-14 02:13:45 root INFO     [' un', ' ', ' not', ' non', ' unsatisf'] matches ['unsatisfactory'] is True
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', 'off'] matches ['unspecified'] is False
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', 'off'] matches ['unsuccessful'] is False
2024-06-14 02:13:45 root INFO     [' un', ' not', ' non', ' ', ' unsu'] matches ['unsuitable'] is True
2024-06-14 02:13:45 root INFO     [' un', ' non', ' ', ' not', ' unre'] matches ['unsustainable'] is True
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', ' overl'] matches ['unused'] is False
2024-06-14 02:13:45 root INFO     ['det', ' off', 'Off', 'out', 'off'] matches ['unusual'] is False
2024-06-14 02:13:45 root INFO     [' un', ' ', ' not', ' non', ' unre'] matches ['unveiled'] is True
2024-06-14 02:13:45 root INFO     [' un', ' ', ' not', ' unexpected', ' non'] matches ['unwanted'] is True
2024-06-14 02:13:45 root INFO     un+adj_reg,50,387,457

2024-06-14 02:13:45 __main__ INFO     starting test: <class 'lre.operators.JacobianIclMeanEstimator'> on Relation(name='adj+ly_reg', prompt_templates=['The adjective form of {} is', 'The adjective derived from {} is', 'The descriptive form of {} is'], prompt_templates_zs=['The adjective form of {} is', 'The adjective derived from {} is', 'The descriptive form of {} is'], samples=[RelationSample(subject='according', object=['accordingly']), RelationSample(subject='actual', object=['actually']), RelationSample(subject='additional', object=['additionally']), RelationSample(subject='apparent', object=['apparently']), RelationSample(subject='beautiful', object=['beautifully']), RelationSample(subject='clinical', object=['clinically']), RelationSample(subject='creative', object=['creatively']), RelationSample(subject='critical', object=['critically']), RelationSample(subject='cultural', object=['culturally']), RelationSample(subject='decided', object=['decidedly']), RelationSample(subject='different', object=['differently']), RelationSample(subject='digital', object=['digitally']), RelationSample(subject='effective', object=['effectively']), RelationSample(subject='environmental', object=['environmentally']), RelationSample(subject='extensive', object=['extensively']), RelationSample(subject='famous', object=['famously']), RelationSample(subject='federal', object=['federally']), RelationSample(subject='financial', object=['financially']), RelationSample(subject='global', object=['globally']), RelationSample(subject='historical', object=['historically']), RelationSample(subject='huge', object=['hugely']), RelationSample(subject='immediate', object=['immediately']), RelationSample(subject='important', object=['importantly']), RelationSample(subject='increasing', object=['increasingly']), RelationSample(subject='interesting', object=['interestingly']), RelationSample(subject='internal', object=['internally']), RelationSample(subject='international', object=['internationally']), RelationSample(subject='legal', object=['legally']), RelationSample(subject='mental', object=['mentally']), RelationSample(subject='nice', object=['nicely']), RelationSample(subject='obvious', object=['obviously']), RelationSample(subject='physical', object=['physically']), RelationSample(subject='political', object=['politically']), RelationSample(subject='popular', object=['popularly']), RelationSample(subject='practical', object=['practically']), RelationSample(subject='previous', object=['previously']), RelationSample(subject='rare', object=['rarely']), RelationSample(subject='regional', object=['regionally']), RelationSample(subject='serious', object=['seriously']), RelationSample(subject='sexual', object=['sexually']), RelationSample(subject='significant', object=['significantly']), RelationSample(subject='similar', object=['similarly']), RelationSample(subject='strong', object=['strongly']), RelationSample(subject='subsequent', object=['subsequently']), RelationSample(subject='successful', object=['successfully']), RelationSample(subject='traditional', object=['traditionally']), RelationSample(subject='typical', object=['typically']), RelationSample(subject='unique', object=['uniquely']), RelationSample(subject='virtual', object=['virtually']), RelationSample(subject='visual', object=['visually'])], _domain=None, _range=None)
2024-06-14 02:13:47 root INFO     starting operator prediction
2024-06-14 02:13:47 root INFO     using no context
2024-06-14 02:13:48 root INFO     [order_1_approx] starting weight calculation
2024-06-14 02:17:45 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 02:17:45 root INFO     [order_1_approx] weight calculation finished
2024-06-14 02:17:46 lre.operators INFO     [Jacobian] FINISHED order_1_approx 1/8
2024-06-14 02:17:46 root INFO     [order_1_approx] starting weight calculation
2024-06-14 02:21:42 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 02:21:42 root INFO     [order_1_approx] weight calculation finished
2024-06-14 02:21:43 lre.operators INFO     [Jacobian] FINISHED order_1_approx 2/8
2024-06-14 02:21:43 root INFO     [order_1_approx] starting weight calculation
2024-06-14 02:25:40 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 02:25:40 root INFO     [order_1_approx] weight calculation finished
2024-06-14 02:25:41 lre.operators INFO     [Jacobian] FINISHED order_1_approx 3/8
2024-06-14 02:25:41 root INFO     [order_1_approx] starting weight calculation
2024-06-14 02:29:39 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 02:29:39 root INFO     [order_1_approx] weight calculation finished
2024-06-14 02:29:39 lre.operators INFO     [Jacobian] FINISHED order_1_approx 4/8
2024-06-14 02:29:40 root INFO     [order_1_approx] starting weight calculation
2024-06-14 02:33:38 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 02:33:38 root INFO     [order_1_approx] weight calculation finished
2024-06-14 02:33:38 lre.operators INFO     [Jacobian] FINISHED order_1_approx 5/8
2024-06-14 02:33:38 root INFO     [order_1_approx] starting weight calculation
2024-06-14 02:37:36 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 02:37:36 root INFO     [order_1_approx] weight calculation finished
2024-06-14 02:37:37 lre.operators INFO     [Jacobian] FINISHED order_1_approx 6/8
2024-06-14 02:37:37 root INFO     [order_1_approx] starting weight calculation
2024-06-14 02:41:36 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 02:41:36 root INFO     [order_1_approx] weight calculation finished
2024-06-14 02:41:36 lre.operators INFO     [Jacobian] FINISHED order_1_approx 7/8
2024-06-14 02:41:37 root INFO     [order_1_approx] starting weight calculation
2024-06-14 02:45:35 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 02:45:35 root INFO     [order_1_approx] weight calculation finished
2024-06-14 02:45:35 lre.operators INFO     [Jacobian] FINISHED order_1_approx 8/8
2024-06-14 02:45:35 root INFO     total operator prediction time: 1907.8779187202454 seconds
2024-06-14 02:45:38 root INFO     [' viewpoints', ' international', ' views', ' Ug', ' guild'] matches ['accordingly'] is False
2024-06-14 02:45:38 root INFO     [' viewpoints', ' international', ' guild', ' public', ' views'] matches ['actually'] is False
2024-06-14 02:45:38 root INFO     [' additionally', ' ', ' in', ' furthermore', ' importantly'] matches ['additionally'] is True
2024-06-14 02:45:38 root INFO     [' ', ' interestingly', ' apparently', ' obviously', ' evidently'] matches ['apparently'] is True
2024-06-14 02:45:38 root INFO     [' interestingly', ' ', ' importantly', ' certainly', ' effectively'] matches ['beautifully'] is False
2024-06-14 02:45:38 root INFO     [' international', ' viewpoints', ' guild', ' public', ' worldview'] matches ['clinically'] is False
2024-06-14 02:45:38 root INFO     [' creatively', ' interestingly', ' effectively', ' ', ' importantly'] matches ['creatively'] is True
2024-06-14 02:45:38 root INFO     [' viewpoints', ' international', ' guild', ' worldview', ' views'] matches ['critically'] is False
2024-06-14 02:45:38 root INFO     [' international', ' viewpoints', ' worldview', ' guild', ' public'] matches ['culturally'] is False
2024-06-14 02:45:38 root INFO     [' ', ' importantly', ' definitely', ' certainly', ' in'] matches ['decidedly'] is False
2024-06-14 02:45:38 root INFO     [' viewpoints', ' international', ' guild', ' views', ' Ug'] matches ['differently'] is False
2024-06-14 02:45:38 root INFO     [' international', ' viewpoints', ' guild', ' Ug', ' worldview'] matches ['digitally'] is False
2024-06-14 02:45:38 root INFO     [' viewpoints', ' international', ' ep', ' Ug', ' worldview'] matches ['effectively'] is False
2024-06-14 02:45:38 root INFO     [' importantly', ' effectively', ' essentially', ' ', ' interestingly'] matches ['environmentally'] is False
2024-06-14 02:45:38 root INFO     [' ', ' importantly', ' essentially', ' in', ' effectively'] matches ['extensively'] is False
2024-06-14 02:45:38 root INFO     [' international', ' viewpoints', ' public', ' views', ' guild'] matches ['famously'] is False
2024-06-14 02:45:38 root INFO     [' ', ' generally', ' in', ' importantly', ' essentially'] matches ['federally'] is False
2024-06-14 02:45:38 root INFO     [' viewpoints', ' international', ' views', ' guild', ' worldview'] matches ['financially'] is False
2024-06-14 02:45:38 root INFO     [' international', ' viewpoints', ' geopolitical', ' worldview', ' guild'] matches ['globally'] is False
2024-06-14 02:45:38 root INFO     [' historically', ' interestingly', ' importantly', ' in', ' '] matches ['historically'] is True
2024-06-14 02:45:38 root INFO     [' viewpoints', ' international', ' guild', ' views', ' Ug'] matches ['hugely'] is False
2024-06-14 02:45:38 root INFO     [' ', ' definitely', ' importantly', ' certainly', ' in'] matches ['immediately'] is False
2024-06-14 02:45:38 root INFO     [' viewpoints', ' international', ' public', ' views', ' guild'] matches ['importantly'] is False
2024-06-14 02:45:38 root INFO     [' viewpoints', ' international', ' ep', ' views', ' worldview'] matches ['increasingly'] is False
2024-06-14 02:45:38 root INFO     [' viewpoints', ' international', ' views', ' Ug', ' guild'] matches ['interestingly'] is False
2024-06-14 02:45:38 root INFO     [' international', ' viewpoints', ' guild', ' views', ' worldview'] matches ['internally'] is False
2024-06-14 02:45:38 root INFO     [' international', ' viewpoints', ' geopolitical', ' worldview', ' guild'] matches ['internationally'] is True
2024-06-14 02:45:38 root INFO     [' viewpoints', ' international', ' guild', ' public', ' views'] matches ['legally'] is False
2024-06-14 02:45:38 root INFO     [' viewpoints', ' international', ' guild', ' ep', ' worldview'] matches ['mentally'] is False
2024-06-14 02:45:38 root INFO     [' viewpoints', ' international', ' guild', ' views', ' Ug'] matches ['nicely'] is False
2024-06-14 02:45:38 root INFO     [' obviously', ' interestingly', ' importantly', ' ', ' certainly'] matches ['obviously'] is True
2024-06-14 02:45:38 root INFO     [' viewpoints', ' international', ' worldview', ' ep', ' views'] matches ['physically'] is False
2024-06-14 02:45:38 root INFO     [' viewpoints', ' international', ' geopolitical', ' public', ' views'] matches ['politically'] is False
2024-06-14 02:45:38 root INFO     [' viewpoints', ' international', ' public', ' views', ' guild'] matches ['popularly'] is False
2024-06-14 02:45:38 root INFO     [' importantly', ' ', ' effectively', ' practically', ' actually'] matches ['practically'] is True
2024-06-14 02:45:38 root INFO     [' ', ' interestingly', ' importantly', ' in', ' additionally'] matches ['previously'] is False
2024-06-14 02:45:38 root INFO     [' ', ' in', ' certainly', ' interestingly', ' typically'] matches ['rarely'] is False
2024-06-14 02:45:38 root INFO     [' ', ' importantly', ' generally', ' in', ' significantly'] matches ['regionally'] is False
2024-06-14 02:45:38 root INFO     [' international', ' viewpoints', ' guild', ' public', ' views'] matches ['seriously'] is False
2024-06-14 02:45:38 root INFO     [' viewpoints', ' international', ' guild', ' views', ' worldview'] matches ['sexually'] is False
2024-06-14 02:45:38 root INFO     [' viewpoints', ' international', ' public', ' ep', ' views'] matches ['significantly'] is False
2024-06-14 02:45:38 root INFO     [' viewpoints', ' international', ' guild', ' views', ' public'] matches ['similarly'] is False
2024-06-14 02:45:38 root INFO     [' international', ' viewpoints', ' views', ' guild', ' Ug'] matches ['strongly'] is False
2024-06-14 02:45:38 root INFO     [' ', ' additionally', ' in', ' importantly', ' subsequently'] matches ['subsequently'] is True
2024-06-14 02:45:38 root INFO     [' viewpoints', ' international', ' views', ' Ug', ' guild'] matches ['successfully'] is False
2024-06-14 02:45:38 root INFO     [' international', ' viewpoints', ' worldview', ' guild', ' views'] matches ['traditionally'] is False
2024-06-14 02:45:38 root INFO     [' typically', ' ', ' generally', ' interestingly', ' usually'] matches ['typically'] is True
2024-06-14 02:45:38 root INFO     [' international', ' Ug', ' viewpoints', ' guild', ' views'] matches ['uniquely'] is False
2024-06-14 02:45:38 root INFO     [' viewpoints', ' international', ' views', ' Ug', ' voluntary'] matches ['virtually'] is False
2024-06-14 02:45:38 root INFO     [' viewpoints', ' views', ' international', ' worldview', ' Ug'] matches ['visually'] is False
2024-06-14 02:45:38 root INFO     adj+ly_reg,50,396,498

2024-06-14 02:45:38 __main__ INFO     starting test: <class 'lre.operators.JacobianIclMeanEstimator'> on Relation(name='verb+er_irreg', prompt_templates=['If you {} something, you are a', 'If someone {} something, they are a', 'To {}, one must be an '], prompt_templates_zs=['If you {} something, you are a', 'If someone {} something, they are a', 'To {}, one must be an '], samples=[RelationSample(subject='achieve', object=['achiever']), RelationSample(subject='advertise', object=['advertiser']), RelationSample(subject='announce', object=['announcer']), RelationSample(subject='bake', object=['baker']), RelationSample(subject='begin', object=['beginner']), RelationSample(subject='believe', object=['believer']), RelationSample(subject='borrow', object=['borrower']), RelationSample(subject='choreograph', object=['choreographer']), RelationSample(subject='compose', object=['composer']), RelationSample(subject='consume', object=['consumer']), RelationSample(subject='contend', object=['contender']), RelationSample(subject='defend', object=['defender']), RelationSample(subject='deliver', object=['deliverer']), RelationSample(subject='destroy', object=['destroyer']), RelationSample(subject='determine', object=['determiner']), RelationSample(subject='develop', object=['developer']), RelationSample(subject='discover', object=['discoverer']), RelationSample(subject='eat', object=['eater']), RelationSample(subject='entertain', object=['entertainer']), RelationSample(subject='examine', object=['examiner']), RelationSample(subject='explore', object=['explorer']), RelationSample(subject='follow', object=['follower']), RelationSample(subject='interpret', object=['interpreter']), RelationSample(subject='intrude', object=['intruder']), RelationSample(subject='learn', object=['learner']), RelationSample(subject='listen', object=['listener']), RelationSample(subject='lose', object=['loser']), RelationSample(subject='manage', object=['manager']), RelationSample(subject='molest', object=['molester']), RelationSample(subject='mourn', object=['mourner']), RelationSample(subject='observe', object=['observer']), RelationSample(subject='offend', object=['offender']), RelationSample(subject='organise', object=['organiser']), RelationSample(subject='organize', object=['organizer']), RelationSample(subject='perform', object=['performer']), RelationSample(subject='preach', object=['preacher']), RelationSample(subject='promote', object=['promoter']), RelationSample(subject='provide', object=['provider']), RelationSample(subject='publish', object=['publisher']), RelationSample(subject='receive', object=['receiver']), RelationSample(subject='recommend', object=['recommender']), RelationSample(subject='send', object=['sender']), RelationSample(subject='skydive', object=['skydiver']), RelationSample(subject='slay', object=['slayer']), RelationSample(subject='speak', object=['speaker']), RelationSample(subject='subscribe', object=['subscriber']), RelationSample(subject='suffer', object=['sufferer']), RelationSample(subject='teach', object=['teacher']), RelationSample(subject='tell', object=['teller']), RelationSample(subject='write', object=['writer'])], _domain=None, _range=None)
2024-06-14 02:45:40 root INFO     starting operator prediction
2024-06-14 02:45:40 root INFO     using no context
2024-06-14 02:45:40 root INFO     [order_1_approx] starting weight calculation
2024-06-14 02:49:39 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 02:49:39 root INFO     [order_1_approx] weight calculation finished
2024-06-14 02:49:40 lre.operators INFO     [Jacobian] FINISHED order_1_approx 1/8
2024-06-14 02:49:40 root INFO     [order_1_approx] starting weight calculation
2024-06-14 02:53:38 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 02:53:38 root INFO     [order_1_approx] weight calculation finished
2024-06-14 02:53:39 lre.operators INFO     [Jacobian] FINISHED order_1_approx 2/8
2024-06-14 02:53:39 root INFO     [order_1_approx] starting weight calculation
2024-06-14 02:57:36 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 02:57:36 root INFO     [order_1_approx] weight calculation finished
2024-06-14 02:57:37 lre.operators INFO     [Jacobian] FINISHED order_1_approx 3/8
2024-06-14 02:57:37 root INFO     [order_1_approx] starting weight calculation
2024-06-14 03:01:34 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 03:01:34 root INFO     [order_1_approx] weight calculation finished
2024-06-14 03:01:35 lre.operators INFO     [Jacobian] FINISHED order_1_approx 4/8
2024-06-14 03:01:36 root INFO     [order_1_approx] starting weight calculation
2024-06-14 03:05:33 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 03:05:33 root INFO     [order_1_approx] weight calculation finished
2024-06-14 03:05:33 lre.operators INFO     [Jacobian] FINISHED order_1_approx 5/8
2024-06-14 03:05:34 root INFO     [order_1_approx] starting weight calculation
2024-06-14 03:09:30 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 03:09:30 root INFO     [order_1_approx] weight calculation finished
2024-06-14 03:09:31 lre.operators INFO     [Jacobian] FINISHED order_1_approx 6/8
2024-06-14 03:09:31 root INFO     [order_1_approx] starting weight calculation
2024-06-14 03:13:29 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 03:13:29 root INFO     [order_1_approx] weight calculation finished
2024-06-14 03:13:30 lre.operators INFO     [Jacobian] FINISHED order_1_approx 7/8
2024-06-14 03:13:30 root INFO     [order_1_approx] starting weight calculation
2024-06-14 03:17:28 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 03:17:28 root INFO     [order_1_approx] weight calculation finished
2024-06-14 03:17:29 lre.operators INFO     [Jacobian] FINISHED order_1_approx 8/8
2024-06-14 03:17:29 root INFO     total operator prediction time: 1908.6029179096222 seconds
2024-06-14 03:17:31 root INFO     [' ', ' de', ' provider', ' challenger', ' champion'] matches ['achiever'] is False
2024-06-14 03:17:31 root INFO     [' ', ' advertis', ' provider', ' pro', ' promoter'] matches ['advertiser'] is True
2024-06-14 03:17:31 root INFO     [' ', ' pro', ' advertis', ' de', ' proclaim'] matches ['announcer'] is False
2024-06-14 03:17:31 root INFO     [' ', ' b', ' provider', ' p', ' borrower'] matches ['baker'] is False
2024-06-14 03:17:31 root INFO     [' aff', ' po', ' gal', 'FAQ', ' ax'] matches ['beginner'] is False
2024-06-14 03:17:31 root INFO     [' ', ' believer', ' provider', ' de', ' pro'] matches ['believer'] is True
2024-06-14 03:17:31 root INFO     [' ', ' borrower', ' provider', ' pro', ' debtor'] matches ['borrower'] is True
2024-06-14 03:17:31 root INFO     [' ', ' pro', ' re', ' -', ' provider'] matches ['choreographer'] is False
2024-06-14 03:17:31 root INFO     [' ', ' composer', ' com', ' comp', ' compose'] matches ['composer'] is True
2024-06-14 03:17:31 root INFO     [' ', ' consumer', ' provider', ' pro', ' cons'] matches ['consumer'] is True
2024-06-14 03:17:31 root INFO     [' ', ' contender', ' contestant', ' cont', ' contend'] matches ['contender'] is True
2024-06-14 03:17:31 root INFO     [' defender', ' defendant', ' defend', ' ', ' def'] matches ['defender'] is True
2024-06-14 03:17:31 root INFO     [' del', ' ', ' de', ' deliver', ' provider'] matches ['deliverer'] is True
2024-06-14 03:17:31 root INFO     [' aff', ' gal', ' po', ' ax', 'FAQ'] matches ['destroyer'] is False
2024-06-14 03:17:31 root INFO     [' ', ' determin', ' de', ' del', ' defender'] matches ['determiner'] is True
2024-06-14 03:17:31 root INFO     [' gal', 'FAQ', ' aff', ' po', ' ax'] matches ['developer'] is False
2024-06-14 03:17:31 root INFO     [' discover', ' disc', ' ', ' discovery', ' developer'] matches ['discoverer'] is True
2024-06-14 03:17:31 root INFO     [' gal', 'FAQ', ' aff', ' ax', ' po'] matches ['eater'] is False
2024-06-14 03:17:31 root INFO     [' ', ' entertain', ' ent', ' provider', ' de'] matches ['entertainer'] is True
2024-06-14 03:17:31 root INFO     [' ', ' examiner', ' examine', ' investigator', ' provider'] matches ['examiner'] is True
2024-06-14 03:17:31 root INFO     [' ', ' pro', ' provider', ' explorer', ' explo'] matches ['explorer'] is True
2024-06-14 03:17:31 root INFO     [' gal', 'FAQ', ' aff', ' po', ' ax'] matches ['follower'] is False
2024-06-14 03:17:31 root INFO     [' aff', ' gal', 'FAQ', ' ax', ' po'] matches ['interpreter'] is False
2024-06-14 03:17:31 root INFO     [' ', ' intruder', ' offender', ' perpetrator', ' pro'] matches ['intruder'] is True
2024-06-14 03:17:31 root INFO     [' gal', ' league', ' aff', ' ax', 'FAQ'] matches ['learner'] is False
2024-06-14 03:17:31 root INFO     [' ', ' listener', ' p', ' del', ' lender'] matches ['listener'] is True
2024-06-14 03:17:31 root INFO     [' ', ' del', ' pro', ' l', ' -'] matches ['loser'] is False
2024-06-14 03:17:31 root INFO     [' ', ' manager', ' provider', ' controller', ' m'] matches ['manager'] is True
2024-06-14 03:17:31 root INFO     [' ', ' m', ' perpetrator', ' p', ' offender'] matches ['molester'] is False
2024-06-14 03:17:31 root INFO     [' ', ' m', ' pro', ' borrower', ' trou'] matches ['mourner'] is False
2024-06-14 03:17:31 root INFO     [' ', ' provider', ' observer', ' pro', ' ob'] matches ['observer'] is True
2024-06-14 03:17:31 root INFO     [' ', ' offender', ' defendant', ' perpetrator', ' delinquent'] matches ['offender'] is True
2024-06-14 03:17:31 root INFO     [' ', ' provider', ' pro', ' -', ' organizer'] matches ['organiser'] is False
2024-06-14 03:17:31 root INFO     [' ', ' organizer', ' provider', ' pro', ' -'] matches ['organizer'] is True
2024-06-14 03:17:31 root INFO     [' performer', ' per', ' ', ' provider', ' perform'] matches ['performer'] is True
2024-06-14 03:17:31 root INFO     [' preacher', ' ', ' pre', ' pro', ' provider'] matches ['preacher'] is True
2024-06-14 03:17:31 root INFO     [' promoter', ' ', ' pro', ' promot', ' prom'] matches ['promoter'] is True
2024-06-14 03:17:31 root INFO     [' provider', ' ', ' provide', ' prov', ' pro'] matches ['provider'] is True
